Date	High	Low	Open	Close	Volume	Adj Close	RSI	sell_signal	buy_signal	Current Position	Current Stock Holding	Current Capital
2017-06-22	1215.50	1192.50	1204.50	1197.43	5775882.00	1104.79	40.58	0	0	0	0	114243
2017-06-23	1206.97	1177.00	1199.70	1180.85	1424756.00	1089.50	37.49	0	0	0	0	114243
2017-06-27	1192.35	1165.80	1175.30	1171.43	1974330.00	1080.80	35.82	0	0	0	0	114243
2017-06-28	1179.00	1167.50	1174.95	1175.03	1789726.00	1084.12	36.98	0	0	0	0	114243
2017-06-29	1186.03	1161.55	1179.50	1166.62	2471826.00	1076.37	35.38	0	0	0	0	114243
2017-06-30	1188.50	1161.55	1162.20	1181.18	1753848.00	1089.80	40.20	0	0	0	0	114243
2017-07-03	1191.53	1171.55	1178.70	1186.80	1475956.00	1094.99	42.00	0	0	0	0	114243
2017-07-04	1190.22	1175.03	1186.65	1183.43	1215134.00	1091.87	41.20	0	0	0	0	114243
2017-07-05	1182.50	1172.50	1180.40	1178.00	815856.00	1086.87	39.88	0	0	0	0	114243
2017-07-06	1180.95	1170.05	1179.50	1173.78	1026788.00	1082.97	38.84	0	0	0	0	114243
2017-07-07	1178.22	1162.75	1175.00	1165.97	1232090.00	1075.77	36.92	0	0	0	0	114243
2017-07-10	1222.45	1189.47	1203.00	1217.47	783608.00	1123.29	53.32	0	0	0	0	114243
2017-07-11	1257.40	1213.00	1213.00	1237.90	3537504.00	1142.13	57.98	0	0	0	0	114243
2017-07-12	1241.65	1215.05	1241.25	1219.72	2646450.00	1125.37	52.92	0	0	0	0	114243
2017-07-13	1236.00	1213.30	1222.50	1223.20	3131960.00	1128.57	53.75	0	0	0	0	114243
2017-07-14	1212.50	1187.50	1191.50	1198.72	4508432.00	1105.99	47.39	0	0	0	0	114243
2017-07-17	1211.05	1191.10	1198.85	1197.72	2211822.00	1105.07	47.15	0	0	0	0	114243
2017-07-18	1221.50	1198.07	1198.07	1204.18	1908002.00	1111.02	48.98	0	0	0	0	114243
2017-07-19	1230.00	1207.55	1207.75	1224.80	3915576.00	1130.05	54.43	0	0	0	0	114243
2017-07-20	1228.45	1215.25	1224.62	1222.35	1182504.00	1127.79	53.69	0	0	0	0	114243
2017-07-21	1250.00	1217.28	1217.45	1245.60	2148416.00	1149.24	59.30	0	0	0	0	114243
2017-07-24	1270.00	1241.00	1241.00	1265.35	2271402.00	1170.75	63.35	0	0	0	0	114243
2017-07-25	1290.00	1259.20	1262.88	1285.75	2678832.00	1189.63	67.01	0	0	0	0	114243
2017-07-26	1287.50	1273.50	1280.00	1278.00	1459826.00	1182.45	64.38	0	0	0	0	114243
2017-07-27	1292.40	1233.25	1271.10	1240.85	4255304.00	1148.08	53.54	0	0	0	0	114243
2017-07-28	1246.53	1221.00	1240.50	1242.15	1382752.00	1149.28	53.83	0	0	0	0	114243
2017-07-31	1259.50	1231.50	1235.50	1245.90	2019662.00	1152.75	54.72	0	0	0	0	114243
2017-08-01	1260.38	1245.50	1250.00	1250.82	1747460.00	1157.31	55.92	0	0	0	0	114243
2017-08-02	1254.00	1231.00	1250.00	1236.90	1251024.00	1144.43	51.75	0	0	0	0	114243
2017-08-03	1251.00	1233.22	1240.00	1244.72	1882548.00	1151.67	53.83	0	0	0	0	114243
2017-08-04	1264.15	1244.00	1245.40	1261.40	1387890.00	1167.10	57.99	0	0	0	0	114243
2017-08-07	1260.00	1240.60	1258.25	1251.72	1885520.00	1158.14	54.90	0	0	0	0	114243
2017-08-08	1264.30	1248.15	1256.00	1251.53	1073958.00	1157.96	54.84	0	0	0	0	114243
2017-08-09	1261.43	1246.65	1250.00	1256.00	992946.00	1162.10	56.09	0	0	0	0	114243
2017-08-10	1260.30	1243.18	1254.50	1255.72	1526172.00	1161.85	55.99	0	0	0	0	114243
2017-08-11	1267.50	1241.50	1249.95	1248.03	1394736.00	1154.72	53.05	0	0	0	0	114243
2017-08-14	1254.95	1231.50	1251.50	1234.70	786504.00	1142.39	48.33	0	0	0	0	114243
2017-08-16	1271.90	1232.60	1242.00	1246.18	1373340.00	1153.01	52.27	0	0	0	0	114243
2017-08-17	1252.50	1231.05	1250.35	1242.82	1752374.00	1149.91	51.05	0	0	0	0	114243
2017-08-18	1274.95	1235.70	1237.00	1256.90	2837356.00	1162.93	55.74	0	0	0	0	114243
2017-08-21	1274.50	1247.15	1252.75	1264.40	2304834.00	1169.87	58.04	0	0	0	0	114243
2017-08-22	1269.75	1246.00	1261.50	1248.78	1131326.00	1155.41	51.97	0	0	0	0	114243
2017-08-23	1258.40	1236.57	1252.50	1244.72	1562272.00	1151.67	50.49	0	0	0	0	114243
2017-08-24	1258.97	1243.07	1248.85	1248.30	1623908.00	1154.98	51.79	0	0	0	0	114243
2017-08-28	1252.70	1230.50	1252.30	1243.65	2036796.00	1150.67	49.95	0	0	0	0	114243
2017-08-29	1248.00	1231.97	1241.00	1235.43	1312602.00	1143.06	46.79	0	0	0	0	114243
2017-08-30	1245.00	1230.05	1240.50	1242.28	970782.00	1149.40	49.65	0	0	0	0	114243
2017-08-31	1252.20	1233.32	1242.50	1248.18	1784664.00	1154.86	52.04	0	0	0	0	114243
2017-09-01	1249.03	1218.28	1240.00	1228.22	1702330.00	1136.40	44.37	0	0	0	0	114243
2017-09-04	1230.50	1219.00	1226.55	1228.10	1062544.00	1136.29	44.32	0	0	0	0	114243
2017-09-05	1245.00	1218.53	1230.00	1242.18	1165994.00	1149.31	50.31	0	0	0	0	114243
2017-09-06	1237.43	1225.00	1234.07	1226.60	1228764.00	1134.90	44.60	0	0	0	0	114243
2017-09-07	1234.20	1225.53	1229.00	1230.05	870636.00	1138.09	46.06	0	0	0	0	114243
2017-09-08	1237.00	1226.28	1226.88	1235.30	1021134.00	1142.95	48.29	0	0	0	0	114243
2017-09-11	1241.47	1225.00	1235.60	1227.22	732764.00	1135.48	45.19	0	0	0	0	114243
2017-09-12	1248.50	1228.50	1236.95	1244.22	1396460.00	1151.20	52.16	0	0	0	0	114243
2017-09-13	1265.82	1237.60	1250.00	1244.60	1278980.00	1151.55	52.30	0	0	0	0	114243
2017-09-14	1248.80	1235.95	1241.00	1243.47	1081510.00	1150.51	51.80	0	0	0	0	114243
2017-09-15	1258.50	1242.50	1249.50	1253.03	2944072.00	1159.35	55.70	0	0	0	0	114243
2017-09-18	1259.47	1244.62	1252.47	1249.53	726600.00	1156.11	53.98	0	0	0	0	114243
2017-09-19	1252.50	1245.75	1252.50	1249.12	782754.00	1155.74	53.77	0	0	0	0	114243
2017-09-20	1257.00	1237.15	1257.00	1246.78	1334642.00	1153.56	52.51	0	0	0	0	114243
2017-09-21	1270.50	1240.00	1245.53	1262.45	2438740.00	1168.07	59.36	0	0	0	0	114243
2017-09-22	1263.45	1246.00	1259.95	1251.80	2435396.00	1158.21	53.69	0	0	0	0	114243
2017-09-25	1267.00	1246.38	1248.28	1255.38	1599558.00	1161.52	55.24	0	0	0	0	114243
2017-09-26	1263.20	1233.00	1255.00	1237.32	1449230.00	1144.82	46.76	0	0	0	0	114243
2017-09-27	1256.10	1236.88	1245.00	1247.50	2010356.00	1154.23	51.30	0	0	0	0	114243
2017-09-28	1257.00	1226.00	1247.35	1238.22	4332866.00	1145.65	47.34	0	0	0	0	114243
2017-09-29	1242.00	1210.75	1239.50	1217.97	1985014.00	1126.92	40.06	0	0	0	0	114243
2017-10-03	1227.15	1213.53	1220.00	1224.22	1923006.00	1132.70	42.98	0	0	0	0	114243
2017-10-04	1227.00	1212.50	1224.80	1221.15	1300778.00	1129.85	41.90	0	0	0	0	114243
2017-10-05	1221.72	1212.20	1220.50	1214.80	1684686.00	1123.98	39.68	0	0	0	0	114243
2017-10-06	1227.50	1214.03	1215.00	1223.32	1389188.00	1131.87	43.96	0	0	0	0	114243
2017-10-09	1233.97	1220.53	1220.53	1227.05	1773616.00	1135.31	45.78	0	0	0	0	114243
2017-10-10	1234.97	1225.62	1227.50	1229.62	1222010.00	1137.70	47.05	0	0	0	0	114243
2017-10-11	1257.22	1228.38	1230.00	1250.18	1527746.00	1156.71	55.95	0	0	0	0	114243
2017-10-12	1277.50	1253.50	1256.50	1274.10	5006356.00	1178.85	63.62	0	0	0	0	114243
2017-10-13	1304.47	1261.50	1274.10	1279.30	4066320.00	1183.66	65.04	0	0	0	0	114243
2017-10-16	1295.00	1277.53	1277.53	1292.20	1218590.00	1195.59	68.35	0	0	0	0	114243
2017-10-17	1307.47	1288.78	1292.50	1297.28	1443016.00	1200.29	69.57	0	0	0	0	114243
2017-10-18	1306.82	1290.00	1297.50	1293.30	1514144.00	1196.61	67.38	0	0	0	0	114243
2017-10-19	1297.90	1285.50	1296.00	1291.95	86822.00	1195.36	66.61	0	0	0	0	114243
2017-10-23	1314.50	1273.72	1292.00	1293.95	1886088.00	1197.21	67.21	0	0	0	0	114243
2017-10-24	1310.45	1284.53	1310.00	1289.20	1339020.00	1192.82	64.27	0	0	0	0	114243
2017-10-25	1307.00	1277.50	1289.25	1279.95	1105106.00	1187.48	58.88	0	0	0	0	114243
2017-10-26	1284.57	1258.95	1267.55	1269.43	3007552.00	1177.72	53.39	0	0	0	0	114243
2017-10-27	1296.57	1265.15	1269.00	1292.15	1409270.00	1198.80	61.70	0	0	0	0	114243
2017-10-30	1310.00	1290.85	1293.00	1308.10	1137252.00	1213.60	66.24	0	0	0	0	114243
2017-10-31	1320.00	1300.65	1300.65	1312.00	1592634.00	1217.22	67.26	0	0	0	0	114243
2017-11-01	1313.43	1289.43	1312.00	1301.43	741882.00	1207.41	61.80	0	0	0	0	114243
2017-11-02	1337.00	1303.38	1304.25	1313.07	1468422.00	1218.21	65.16	0	0	0	0	114243
2017-11-03	1318.35	1301.40	1316.20	1310.05	666886.00	1215.41	63.59	0	0	0	0	114243
2017-11-06	1335.90	1305.88	1310.00	1332.78	1377000.00	1236.49	69.51	0	0	0	0	114243
2017-11-07	1384.00	1333.03	1335.00	1355.03	2696892.00	1257.13	73.98	1	0	0	0	114243
2017-11-08	1379.50	1359.12	1361.50	1367.50	1402252.00	1268.71	76.09	0	0	0	0	114243
2017-11-09	1375.00	1359.65	1375.00	1368.20	1152432.00	1269.36	76.21	0	0	0	0	114243
2017-11-10	1363.00	1346.68	1361.10	1354.38	1356566.00	1256.53	69.04	0	0	0	0	114243
2017-11-13	1388.70	1351.03	1351.03	1379.47	1496996.00	1279.82	73.85	1	0	0	0	114243
2017-11-14	1378.28	1353.75	1378.28	1357.30	1657252.00	1259.24	64.34	0	0	0	0	114243
2017-11-15	1377.50	1350.68	1353.00	1352.65	6670834.00	1254.93	62.52	0	0	0	0	114243
2017-11-16	1381.50	1343.47	1355.00	1373.32	1653482.00	1274.11	66.99	0	0	0	0	114243
2017-11-17	1374.05	1351.80	1374.05	1353.65	1325464.00	1255.86	59.69	0	0	0	0	114243
2017-11-20	1363.45	1347.65	1357.50	1351.72	1014498.00	1254.07	59.02	0	0	0	0	114243
2017-11-21	1350.50	1333.00	1350.50	1336.47	1527740.00	1239.92	53.81	0	0	0	0	114243
2017-11-22	1354.85	1336.20	1336.50	1340.32	1822624.00	1243.50	54.89	0	0	0	0	114243
2017-11-23	1346.50	1334.50	1340.50	1340.62	793470.00	1243.77	54.98	0	0	0	0	114243
2017-11-24	1351.45	1336.55	1341.00	1344.03	2287512.00	1246.93	56.03	0	0	0	0	114243
2017-11-27	1347.95	1331.10	1344.00	1342.93	1856786.00	1245.91	55.58	0	0	0	0	114243
2017-11-28	1351.20	1335.00	1343.00	1342.65	911716.00	1245.65	55.46	0	0	0	0	114243
2017-11-29	1346.50	1325.00	1338.75	1329.07	1447532.00	1233.06	49.72	0	0	0	0	114243
2017-11-30	1333.47	1311.50	1326.82	1318.50	4299962.00	1223.25	45.75	0	0	0	0	114243
2017-12-01	1334.00	1310.75	1317.50	1314.97	1031144.00	1219.98	44.48	0	0	0	0	114243
2017-12-04	1329.25	1301.47	1311.00	1316.18	1259104.00	1221.09	45.04	0	0	0	0	114243
2017-12-05	1325.85	1314.07	1315.50	1317.78	1167914.00	1222.58	45.82	0	0	0	0	114243
2017-12-06	1322.50	1306.43	1318.00	1316.65	1407518.00	1221.53	45.33	0	0	0	0	114243
2017-12-07	1322.97	1307.50	1316.15	1308.62	1326300.00	1214.09	41.88	0	0	0	0	114243
2017-12-08	1322.50	1298.50	1309.00	1300.75	1385548.00	1206.78	38.76	0	0	0	0	114243
2017-12-11	1336.32	1304.18	1304.18	1330.55	1008002.00	1234.43	53.02	0	0	0	0	114243
2017-12-12	1331.00	1303.70	1330.50	1306.07	1882246.00	1211.72	43.97	0	0	0	0	114243
2017-12-13	1325.72	1300.50	1305.70	1314.20	2961458.00	1219.26	47.19	0	0	0	0	114243
2017-12-14	1316.00	1265.55	1316.00	1278.90	5504150.00	1186.51	37.18	0	0	0	0	114243
2017-12-15	1292.22	1268.43	1281.88	1272.80	2718138.00	1180.85	35.77	0	0	0	0	114243
2017-12-18	1294.47	1247.18	1268.50	1290.25	2180664.00	1197.04	42.50	0	0	0	0	114243
2017-12-19	1298.90	1282.35	1288.00	1287.65	1801952.00	1194.63	41.79	0	0	0	0	114243
2017-12-20	1296.38	1275.32	1291.00	1294.47	1577570.00	1200.96	44.39	0	0	0	0	114243
2017-12-21	1304.00	1290.03	1293.50	1297.85	1293648.00	1204.09	45.68	0	0	0	0	114243
2017-12-22	1331.95	1295.10	1302.00	1323.38	3665664.00	1227.77	54.32	0	0	0	0	114243
2017-12-26	1344.88	1315.80	1343.00	1324.72	2175786.00	1229.02	54.73	0	0	0	0	114243
2017-12-27	1329.25	1305.25	1324.72	1309.95	739284.00	1215.32	49.49	0	0	0	0	114243
2017-12-28	1326.75	1302.82	1304.40	1313.47	2605088.00	1218.59	50.71	0	0	0	0	114243
2017-12-29	1354.45	1309.28	1311.55	1350.60	2609542.00	1253.03	61.25	0	0	0	0	114243
2018-01-01	1347.40	1317.50	1341.15	1322.80	1351760.00	1227.24	52.24	0	0	0	0	114243
2018-01-02	1334.80	1310.10	1330.00	1315.60	1920290.00	1220.56	50.18	0	0	0	0	114243
2018-01-03	1334.50	1315.60	1316.00	1319.32	1257120.00	1224.01	51.25	0	0	0	0	114243
2018-01-04	1331.00	1320.00	1325.00	1328.55	913082.00	1232.57	53.89	0	0	0	0	114243
2018-01-05	1349.75	1325.00	1325.00	1344.60	1153706.00	1247.46	58.14	0	0	0	0	114243
2018-01-08	1363.43	1340.93	1350.00	1357.20	1242220.00	1259.15	61.17	0	0	0	0	114243
2018-01-09	1360.50	1338.28	1357.50	1354.50	2149396.00	1256.65	60.17	0	0	0	0	114243
2018-01-10	1408.00	1347.32	1355.50	1403.30	3365850.00	1301.92	69.81	0	0	0	0	114243
2018-01-11	1410.95	1391.10	1405.00	1395.25	2520744.00	1294.45	66.93	0	0	0	0	114243
2018-01-12	1402.50	1370.28	1402.50	1388.18	3360314.00	1287.89	64.42	0	0	0	0	114243
2018-01-15	1404.00	1367.53	1388.57	1373.05	1457214.00	1273.86	59.29	0	0	0	0	114243
2018-01-16	1430.82	1375.28	1378.00	1425.43	4267752.00	1322.45	68.61	0	0	0	0	114243
2018-01-17	1462.50	1431.07	1435.00	1444.47	4280806.00	1340.12	71.19	1	0	0	0	114243
2018-01-18	1466.50	1434.03	1448.50	1459.10	2209478.00	1353.69	73.03	0	0	0	0	114243
2018-01-19	1491.00	1451.82	1465.28	1479.65	1820000.00	1372.76	75.40	0	0	0	0	114243
2018-01-22	1567.35	1461.00	1480.50	1558.20	4367110.00	1449.06	81.94	0	0	0	0	114243
2018-01-23	1571.18	1545.03	1557.47	1551.00	3239610.00	1442.36	79.84	0	0	0	0	114243
2018-01-24	1629.53	1541.32	1545.00	1587.30	5621538.00	1476.12	82.30	0	0	0	0	114243
2018-01-25	1589.90	1540.50	1587.50	1560.53	3833844.00	1451.22	75.03	0	0	0	0	114243
2018-01-29	1612.50	1561.00	1565.70	1599.43	3141060.00	1487.40	78.06	0	0	0	0	114243
2018-01-30	1601.90	1571.85	1590.00	1576.43	1574758.00	1466.01	72.46	0	0	0	0	114243
2018-01-31	1575.00	1549.30	1568.50	1556.18	3043214.00	1447.18	67.85	0	0	0	0	114243
2018-02-01	1595.00	1544.40	1562.00	1569.30	2400630.00	1459.38	69.22	0	0	0	0	114243
2018-02-02	1595.00	1551.72	1560.00	1576.82	2456490.00	1466.38	70.01	1	0	0	0	114243
2018-02-05	1594.00	1538.43	1555.00	1551.60	2757742.00	1442.92	64.08	0	0	0	0	114243
2018-02-06	1538.57	1492.50	1505.00	1498.62	2657306.00	1393.66	53.79	0	0	0	0	114243
2018-02-07	1515.50	1473.72	1513.50	1477.53	2180324.00	1374.03	50.33	0	0	0	0	114243
2018-02-08	1513.80	1479.50	1489.88	1487.10	2755004.00	1382.94	51.84	0	0	0	0	114243
2018-02-09	1497.00	1448.32	1475.00	1485.85	2102458.00	1381.78	51.62	0	0	0	0	114243
2018-02-12	1511.68	1477.78	1489.15	1483.65	1974562.00	1379.73	51.21	0	0	0	0	114243
2018-02-14	1487.22	1446.25	1485.00	1455.90	2847532.00	1353.92	46.17	0	0	0	0	114243
2018-02-15	1471.50	1452.55	1465.97	1462.93	2465236.00	1360.46	47.57	0	0	0	0	114243
2018-02-16	1499.80	1461.50	1461.50	1466.53	2515756.00	1363.81	48.32	0	0	0	0	114243
2018-02-19	1476.65	1447.60	1472.50	1461.80	1568224.00	1359.41	47.37	0	0	0	0	114243
2018-02-20	1492.53	1463.95	1464.00	1472.38	1889068.00	1369.25	49.75	0	0	0	0	114243
2018-02-21	1531.30	1480.03	1487.00	1521.15	3089228.00	1414.60	58.99	0	0	0	0	114243
2018-02-22	1539.50	1511.25	1526.00	1525.10	3463010.00	1418.28	59.63	0	0	0	0	114243
2018-02-23	1544.50	1496.05	1525.00	1537.90	3362500.00	1430.18	61.74	0	0	0	0	114243
2018-02-26	1544.97	1510.60	1537.50	1515.85	1363882.00	1409.68	56.29	0	0	0	0	114243
2018-02-27	1539.28	1516.00	1520.50	1521.18	1717800.00	1414.63	57.27	0	0	0	0	114243
2018-02-28	1531.97	1510.72	1517.50	1517.53	2706864.00	1411.23	56.34	0	0	0	0	114243
2018-03-01	1530.60	1510.00	1524.50	1518.85	1718124.00	1412.47	56.61	0	0	0	0	114243
2018-03-05	1556.82	1516.47	1524.50	1552.93	2858168.00	1444.15	63.09	0	0	0	0	114243
2018-03-06	1563.50	1515.07	1561.00	1521.40	1906764.00	1414.84	54.92	0	0	0	0	114243
2018-03-07	1544.50	1509.25	1535.00	1513.72	1917772.00	1407.70	53.12	0	0	0	0	114243
2018-03-08	1527.45	1493.75	1527.45	1501.97	1951826.00	1396.77	50.40	0	0	0	0	114243
2018-03-09	1531.60	1488.60	1502.50	1517.05	1872436.00	1410.79	53.68	0	0	0	0	114243
2018-03-12	1541.95	1517.75	1521.50	1526.07	2091340.00	1419.18	55.58	0	0	0	0	114243
2018-03-13	1469.85	1436.00	1462.45	1443.40	88067154.00	1342.30	39.59	0	0	0	0	114243
2018-03-14	1461.53	1437.53	1446.47	1443.45	3668668.00	1342.35	39.60	0	0	0	0	114243
2018-03-15	1451.28	1427.80	1447.50	1434.85	2348906.00	1334.35	38.27	0	0	0	0	114243
2018-03-16	1436.00	1402.50	1434.40	1412.85	7197482.00	1313.89	35.03	0	0	0	0	114243
2018-03-19	1424.00	1410.00	1414.50	1415.50	3489940.00	1316.35	35.74	0	0	0	0	114243
2018-03-20	1436.60	1409.50	1410.00	1432.43	4024984.00	1332.09	40.20	0	0	0	0	114243
2018-03-21	1442.15	1425.00	1436.25	1428.38	3907678.00	1328.33	39.50	0	0	0	0	114243
2018-03-22	1437.97	1411.28	1429.97	1415.68	2326094.00	1316.52	37.28	0	0	0	0	114243
2018-03-23	1417.05	1399.03	1401.00	1409.07	3654122.00	1310.38	36.15	0	0	0	0	114243
2018-03-26	1413.70	1390.78	1409.50	1408.50	2964210.00	1309.84	36.05	0	0	0	0	114243
2018-03-27	1431.50	1411.53	1412.50	1423.85	2494574.00	1324.12	40.88	0	0	0	0	114243
2018-03-28	1437.50	1412.50	1417.95	1424.57	6865654.00	1324.79	41.11	0	0	0	0	114243
2018-04-02	1457.00	1420.00	1420.00	1454.82	1662988.00	1352.92	49.76	0	0	0	0	114243
2018-04-03	1464.95	1446.05	1446.05	1455.62	1937290.00	1353.67	49.97	0	0	0	0	114243
2018-04-04	1467.00	1446.00	1464.72	1455.45	2841820.00	1353.51	49.92	0	0	0	0	114243
2018-04-05	1481.88	1460.18	1463.28	1478.97	1809424.00	1375.38	56.14	0	0	0	0	114243
2018-04-06	1480.00	1463.28	1477.00	1475.15	1129018.00	1371.83	54.95	0	0	0	0	114243
2018-04-09	1481.75	1457.50	1469.85	1461.95	1235866.00	1359.55	50.92	0	0	0	0	114243
2018-04-10	1478.62	1462.85	1462.85	1468.80	1184532.00	1365.92	52.85	0	0	0	0	114243
2018-04-11	1512.50	1472.80	1475.30	1507.07	3124416.00	1401.51	61.88	0	0	0	0	114243
2018-04-12	1575.00	1503.97	1505.00	1569.62	6114360.00	1459.68	71.49	1	0	0	0	114243
2018-04-13	1620.40	1566.05	1575.00	1576.65	8179118.00	1466.22	72.34	0	0	0	0	114243
2018-04-16	1599.97	1555.38	1558.00	1593.82	6270274.00	1482.19	74.34	0	0	0	0	114243
2018-04-17	1597.47	1573.60	1593.82	1583.30	3301724.00	1472.40	70.95	0	0	0	0	114243
2018-04-18	1596.72	1572.93	1583.00	1579.55	2433066.00	1468.91	69.73	0	0	0	0	114243
2018-04-19	1608.60	1582.88	1589.95	1595.57	4820952.00	1483.82	71.95	1	0	0	0	114243
2018-04-20	1711.18	1620.00	1625.00	1701.22	18465662.00	1582.07	81.55	0	0	0	0	114243
2018-04-23	1778.95	1694.78	1712.00	1704.32	15185910.00	1584.95	81.74	0	0	0	0	114243
2018-04-24	1721.57	1671.25	1705.00	1692.82	8314336.00	1574.25	78.39	0	0	0	0	114243
2018-04-25	1741.50	1682.53	1692.50	1735.12	8196574.00	1613.59	81.41	0	0	0	0	114243
2018-04-26	1780.00	1733.50	1733.50	1769.62	12135034.00	1645.67	83.44	0	0	0	0	114243
2018-04-27	1772.00	1710.00	1762.50	1725.97	4501330.00	1605.08	72.63	0	0	0	0	114243
2018-04-30	1774.50	1718.80	1725.97	1766.05	3458558.00	1642.35	75.74	0	0	0	0	114243
2018-05-02	1766.10	1735.65	1765.25	1749.88	3158046.00	1627.31	72.18	0	0	0	0	114243
2018-05-03	1763.00	1735.20	1754.90	1740.93	3761550.00	1618.99	70.21	0	0	0	0	114243
2018-05-04	1748.50	1735.00	1746.00	1740.38	2347244.00	1618.47	70.08	0	0	0	0	114243
2018-05-07	1745.00	1705.45	1745.00	1710.47	3484426.00	1590.67	63.40	0	0	0	0	114243
2018-05-08	1743.25	1698.35	1717.35	1720.60	2992820.00	1600.08	64.63	0	0	0	0	114243
2018-05-09	1747.38	1720.10	1720.10	1744.65	2615050.00	1622.45	67.43	0	0	0	0	114243
2018-05-10	1755.57	1720.10	1751.47	1725.62	3858678.00	1604.76	63.17	0	0	0	0	114243
2018-05-11	1742.50	1721.25	1727.10	1728.47	2627876.00	1607.41	63.54	0	0	0	0	114243
2018-05-14	1735.50	1705.40	1728.50	1716.78	2433894.00	1596.53	60.82	0	0	0	0	114243
2018-05-15	1747.90	1716.85	1725.00	1741.20	1952890.00	1619.24	64.26	0	0	0	0	114243
2018-05-16	1754.50	1737.62	1739.97	1746.95	1648450.00	1624.59	65.03	0	0	0	0	114243
2018-05-17	1766.57	1738.00	1756.47	1745.90	2968048.00	1623.61	64.76	0	0	0	0	114243
2018-05-18	1758.85	1729.00	1740.40	1751.03	1874996.00	1628.38	65.53	0	0	0	0	114243
2018-05-21	1796.00	1759.03	1764.35	1778.38	3446178.00	1653.81	69.38	0	0	0	0	114243
2018-05-22	1787.47	1746.85	1779.00	1754.45	1857416.00	1631.56	62.77	0	0	0	0	114243
2018-05-23	1772.50	1740.50	1762.50	1747.55	1507298.00	1625.15	60.97	0	0	0	0	114243
2018-05-24	1807.50	1751.18	1755.00	1801.85	2962316.00	1675.64	68.61	0	0	0	0	114243
2018-05-25	1837.40	1786.28	1812.50	1792.90	3769772.00	1667.32	66.31	0	0	0	0	114243
2018-05-28	1808.25	1743.00	1808.25	1751.03	3716798.00	1628.38	56.71	0	0	0	0	114243
2018-05-29	1772.00	1744.00	1764.95	1761.75	3525312.00	1638.35	58.37	0	0	0	0	114243
2018-05-30	1766.50	1741.25	1754.53	1757.05	3779106.00	1633.98	57.33	0	0	0	0	114243
2018-05-31	1759.05	1726.10	1734.00	1741.05	5049371.00	1632.57	53.82	0	0	0	0	114243
2018-06-01	1757.50	1716.30	1754.00	1732.45	1603856.00	1624.51	51.98	0	0	0	0	114243
2018-06-04	1749.00	1712.60	1745.00	1744.25	1681483.00	1635.57	54.29	0	0	0	0	114243
2018-06-05	1751.90	1711.15	1744.00	1721.60	2449568.00	1614.34	49.38	0	0	0	0	114243
2018-06-06	1734.90	1715.20	1723.00	1725.75	2236512.00	1618.23	50.27	0	0	0	0	114243
2018-06-07	1749.00	1723.80	1725.00	1735.55	2414762.00	1627.42	52.39	0	0	0	0	114243
2018-06-08	1757.30	1735.00	1735.00	1747.10	2582138.00	1638.25	54.84	0	0	0	0	114243
2018-06-11	1763.00	1743.00	1747.10	1749.70	2179378.00	1640.69	55.40	0	0	0	0	114243
2018-06-12	1785.00	1753.00	1757.00	1781.00	4608875.00	1670.04	61.54	0	0	0	0	114243
2018-06-13	1831.65	1798.00	1816.00	1824.10	5370983.00	1710.45	68.06	0	0	0	0	114243
2018-06-14	1832.30	1784.00	1830.00	1787.55	3819998.00	1676.18	58.93	0	0	0	0	114243
2018-06-15	1847.10	1788.60	1800.00	1840.05	9183574.00	1725.41	65.99	0	0	0	0	114243
2018-06-18	1867.95	1822.15	1867.95	1829.00	4674987.00	1715.04	63.51	0	0	0	0	114243
2018-06-19	1839.00	1821.00	1822.15	1824.50	3245034.00	1710.82	62.49	0	0	0	0	114243
2018-06-20	1836.30	1818.60	1832.00	1822.45	3107695.00	1708.90	62.00	0	0	0	0	114243
2018-06-21	1832.00	1817.60	1832.00	1819.35	2910659.00	1706.00	61.21	0	0	0	0	114243
2018-06-22	1827.00	1799.55	1827.00	1809.80	2949458.00	1697.04	58.74	0	0	0	0	114243
2018-06-25	1822.35	1806.00	1811.90	1819.25	2083217.00	1705.90	60.44	0	0	0	0	114243
2018-06-26	1861.00	1821.00	1823.00	1852.00	4679712.00	1736.61	65.71	0	0	0	0	114243
2018-06-27	1885.15	1851.25	1860.00	1858.00	4081208.00	1742.24	66.59	0	0	0	0	114243
2018-06-28	1871.00	1826.30	1865.00	1842.70	4888125.00	1727.89	62.21	0	0	0	0	114243
2018-06-29	1867.40	1842.30	1844.90	1847.75	3506276.00	1732.63	63.08	0	0	0	0	114243
2018-07-02	1857.80	1841.10	1852.00	1851.35	2650290.00	1736.00	63.71	0	0	0	0	114243
2018-07-03	1879.90	1857.05	1859.95	1874.05	3242233.00	1757.29	67.51	0	0	0	0	114243
2018-07-04	1879.90	1857.15	1879.90	1866.15	2700614.00	1749.88	64.96	0	0	0	0	114243
2018-07-05	1887.50	1862.10	1873.00	1880.30	2472571.00	1763.15	67.34	0	0	0	0	114243
2018-07-06	1921.00	1881.65	1882.85	1912.95	3713781.00	1793.76	72.05	1	0	0	0	114243
2018-07-09	1924.40	1876.50	1924.00	1883.00	6151747.00	1765.68	63.06	0	0	0	0	114243
2018-07-10	1898.90	1870.75	1898.00	1875.10	5303302.00	1758.27	60.90	0	0	0	0	114243
2018-07-11	1998.00	1894.15	1900.00	1979.90	22903802.00	1856.54	73.74	1	0	0	0	114243
