Date	High	Low	Open	Close	Volume	Adj Close	sma20	sma50	Signal	sell_signal	buy_signal	Current Position	Current Stock Holding	Current Capital
2017-05-08	1173.70	1158.85	1160.50	1171.22	1071782.00	1068.67	1167.44	1208.52	0	0	0	0	0	76571
2017-05-09	1180.50	1166.28	1171.97	1176.28	1790270.00	1073.28	1165.53	1207.39	0	0	0	0	0	76571
2017-05-10	1178.07	1158.00	1177.50	1166.22	1206388.00	1064.11	1163.28	1206.60	0	0	0	0	0	76571
2017-05-11	1180.00	1161.38	1173.65	1174.72	2071302.00	1071.86	1161.54	1205.28	0	0	0	0	0	76571
2017-05-12	1184.95	1160.03	1171.65	1180.32	2314446.00	1076.97	1160.72	1203.99	0	0	0	0	0	76571
2017-05-15	1188.97	1170.80	1187.55	1182.55	1817604.00	1079.00	1161.63	1202.97	0	0	0	0	0	76571
2017-05-16	1217.50	1186.72	1190.00	1214.57	3601026.00	1108.22	1164.49	1202.47	0	0	0	0	0	76571
2017-05-17	1230.38	1211.50	1216.75	1227.68	2876198.00	1120.18	1168.15	1202.01	0	0	0	0	0	76571
2017-05-18	1286.00	1221.12	1225.00	1268.10	5138594.00	1157.06	1174.08	1202.43	0	0	0	0	0	76571
2017-05-19	1270.28	1243.00	1268.10	1253.57	1786044.00	1143.81	1178.62	1202.78	0	0	0	0	0	76571
2017-05-22	1276.88	1255.00	1255.00	1265.68	1663940.00	1154.85	1184.13	1203.09	0	0	0	0	0	76571
2017-05-23	1282.07	1257.00	1266.60	1260.85	2748596.00	1150.45	1188.97	1203.19	0	0	0	0	0	76571
2017-05-24	1285.00	1264.82	1267.40	1279.57	2534548.00	1167.53	1195.17	1203.58	0	0	0	0	0	76571
2017-05-25	1318.78	1284.00	1288.50	1312.30	4094094.00	1197.39	1203.02	1204.40	0	0	0	0	0	76571
2017-05-26	1313.43	1282.32	1312.50	1289.12	1362550.00	1176.25	1209.91	1204.51	1	0	1	0	0	76571
2017-05-29	1298.25	1282.00	1289.50	1286.43	1749290.00	1173.78	1217.40	1205.26	1	0	0	1	58	0
2017-05-30	1287.97	1262.50	1280.00	1275.55	927634.00	1163.86	1223.94	1205.56	1	0	0	1	58	0
2017-05-31	1286.25	1264.00	1266.50	1273.30	2502730.00	1161.81	1229.17	1205.77	1	0	0	1	58	0
2017-06-01	1282.00	1265.00	1265.00	1276.80	1080064.00	1165.00	1234.76	1206.50	1	0	0	1	58	0
2017-06-02	1295.93	1276.25	1278.12	1282.45	1355648.00	1170.16	1240.87	1207.29	1	0	0	1	58	0
2017-06-05	1309.95	1280.07	1282.50	1301.97	1500188.00	1187.97	1247.40	1208.54	1	0	0	1	58	0
2017-06-06	1354.47	1315.00	1315.50	1348.00	5946720.00	1229.97	1255.99	1210.89	1	0	0	1	58	0
2017-06-07	1350.00	1288.28	1348.50	1307.62	4927776.00	1193.13	1263.06	1212.77	1	0	0	1	58	0
2017-06-08	1302.47	1257.75	1299.00	1260.80	3330714.00	1150.40	1267.36	1213.87	1	0	0	1	58	0
2017-06-09	1273.70	1243.00	1260.00	1253.50	3148034.00	1143.74	1271.02	1214.64	1	0	0	1	58	0
2017-06-12	1256.45	1235.20	1248.50	1243.60	1626506.00	1134.71	1274.07	1215.07	1	0	0	1	58	0
2017-06-13	1240.55	1223.50	1232.50	1225.78	1175414.00	1130.95	1274.63	1215.17	1	0	0	1	58	0
2017-06-14	1238.00	1227.50	1227.50	1235.10	1489142.00	1139.55	1275.01	1215.56	1	0	0	1	58	0
2017-06-15	1234.85	1202.50	1234.50	1205.60	2997198.00	1112.33	1271.88	1215.55	1	0	0	1	58	0
2017-06-16	1217.50	1193.25	1207.47	1199.85	2450426.00	1107.03	1269.19	1215.53	1	0	0	1	58	0
2017-06-19	1223.18	1202.57	1208.45	1215.85	1644742.00	1121.79	1266.70	1215.85	1	0	0	1	58	0
2017-06-20	1224.50	1190.15	1215.50	1222.50	1670958.00	1127.93	1264.79	1216.01	1	0	0	1	58	0
2017-06-21	1221.07	1198.60	1220.00	1203.15	1657818.00	1110.07	1260.96	1215.85	1	0	0	1	58	0
2017-06-22	1215.50	1192.50	1204.50	1197.43	5775882.00	1104.79	1255.22	1215.61	1	0	0	1	58	0
2017-06-23	1206.97	1177.00	1199.70	1180.85	1424756.00	1089.50	1249.81	1215.29	1	0	0	1	58	0
2017-06-27	1192.35	1165.80	1175.30	1171.43	1974330.00	1080.80	1244.06	1215.43	1	0	0	1	58	0
2017-06-28	1179.00	1167.50	1174.95	1175.03	1789726.00	1084.12	1239.03	1215.79	1	0	0	1	58	0
2017-06-29	1186.03	1161.55	1179.50	1166.62	2471826.00	1076.37	1233.70	1216.03	1	0	0	1	58	0
2017-06-30	1188.50	1161.55	1162.20	1181.18	1753848.00	1089.80	1228.92	1216.66	1	0	0	1	58	0
2017-07-03	1191.53	1171.55	1178.70	1186.80	1475956.00	1094.99	1224.13	1217.14	1	0	0	1	58	0
2017-07-04	1190.22	1175.03	1186.65	1183.43	1215134.00	1091.87	1218.21	1217.70	1	0	0	1	58	0
2017-07-05	1182.50	1172.50	1180.40	1178.00	815856.00	1086.87	1209.71	1217.98	0	1	0	1	58	0
2017-07-06	1180.95	1170.05	1179.50	1173.78	1026788.00	1082.97	1203.01	1218.34	0	0	0	0	0	67640
2017-07-07	1178.22	1162.75	1175.00	1165.97	1232090.00	1075.77	1198.27	1218.56	0	0	0	0	0	67640
2017-07-10	1222.45	1189.47	1203.00	1217.47	783608.00	1123.29	1196.47	1219.88	0	0	0	0	0	67640
2017-07-11	1257.40	1213.00	1213.00	1237.90	3537504.00	1142.13	1196.19	1221.91	0	0	0	0	0	67640
2017-07-12	1241.65	1215.05	1241.25	1219.72	2646450.00	1125.37	1195.88	1223.40	0	0	0	0	0	67640
2017-07-13	1236.00	1213.30	1222.50	1223.20	3131960.00	1128.57	1195.29	1224.49	0	0	0	0	0	67640
2017-07-14	1212.50	1187.50	1191.50	1198.72	4508432.00	1105.99	1194.94	1225.17	0	0	0	0	0	67640
2017-07-17	1211.05	1191.10	1198.85	1197.72	2211822.00	1105.07	1194.84	1225.92	0	0	0	0	0	67640
2017-07-18	1221.50	1198.07	1198.07	1204.18	1908002.00	1111.02	1194.25	1226.58	0	0	0	0	0	67640
2017-07-19	1230.00	1207.55	1207.75	1224.80	3915576.00	1130.05	1194.37	1227.55	0	0	0	0	0	67640
2017-07-20	1228.45	1215.25	1224.62	1222.35	1182504.00	1127.79	1195.33	1228.67	0	0	0	0	0	67640
2017-07-21	1250.00	1217.28	1217.45	1245.60	2148416.00	1149.24	1197.74	1230.09	0	0	0	0	0	67640
2017-07-24	1270.00	1241.00	1241.00	1265.35	2271402.00	1170.75	1201.96	1231.79	0	0	0	0	0	67640
2017-07-25	1290.00	1259.20	1262.88	1285.75	2678832.00	1189.63	1207.68	1233.85	0	0	0	0	0	67640
2017-07-26	1287.50	1273.50	1280.00	1278.00	1459826.00	1182.45	1212.83	1235.12	0	0	0	0	0	67640
2017-07-27	1292.40	1233.25	1271.10	1240.85	4255304.00	1148.08	1216.54	1235.38	0	0	0	0	0	67640
2017-07-28	1246.53	1221.00	1240.50	1242.15	1382752.00	1149.28	1219.59	1234.86	0	0	0	0	0	67640
2017-07-31	1259.50	1231.50	1235.50	1245.90	2019662.00	1152.75	1222.54	1234.71	0	0	0	0	0	67640
2017-08-01	1260.38	1245.50	1250.00	1250.82	1747460.00	1157.31	1225.91	1234.41	0	0	0	0	0	67640
2017-08-02	1254.00	1231.00	1250.00	1236.90	1251024.00	1144.43	1228.86	1233.94	0	0	0	0	0	67640
2017-08-03	1251.00	1233.22	1240.00	1244.72	1882548.00	1151.67	1232.40	1233.24	0	0	0	0	0	67640
2017-08-04	1264.15	1244.00	1245.40	1261.40	1387890.00	1167.10	1237.18	1232.22	1	0	1	0	0	67640
2017-08-07	1260.00	1240.60	1258.25	1251.72	1885520.00	1158.14	1238.89	1231.47	1	0	0	1	53	0
2017-08-08	1264.30	1248.15	1256.00	1251.53	1073958.00	1157.96	1239.57	1230.77	1	0	0	1	53	0
2017-08-09	1261.43	1246.65	1250.00	1256.00	992946.00	1162.10	1241.38	1230.38	1	0	0	1	53	0
2017-08-10	1260.30	1243.18	1254.50	1255.72	1526172.00	1161.85	1243.01	1230.03	1	0	0	1	53	0
2017-08-11	1267.50	1241.50	1249.95	1248.03	1394736.00	1154.72	1245.47	1229.46	1	0	0	1	53	0
2017-08-14	1254.95	1231.50	1251.50	1234.70	786504.00	1142.39	1247.32	1228.50	1	0	0	1	53	0
2017-08-16	1271.90	1232.60	1242.00	1246.18	1373340.00	1153.01	1249.42	1227.39	1	0	0	1	53	0
2017-08-17	1252.50	1231.05	1250.35	1242.82	1752374.00	1149.91	1250.32	1225.28	1	0	0	1	53	0
2017-08-18	1274.95	1235.70	1237.00	1256.90	2837356.00	1162.93	1252.05	1224.27	1	0	0	1	53	0
2017-08-21	1274.50	1247.15	1252.75	1264.40	2304834.00	1169.87	1252.99	1224.34	1	0	0	1	53	0
2017-08-22	1269.75	1246.00	1261.50	1248.78	1131326.00	1155.41	1252.16	1224.24	1	0	0	1	53	0
2017-08-23	1258.40	1236.57	1252.50	1244.72	1562272.00	1151.67	1250.11	1224.27	1	0	0	1	53	0
2017-08-24	1258.97	1243.07	1248.85	1248.30	1623908.00	1154.98	1248.63	1224.72	1	0	0	1	53	0
2017-08-28	1252.70	1230.50	1252.30	1243.65	2036796.00	1150.67	1248.77	1224.89	1	0	0	1	53	0
2017-08-29	1248.00	1231.97	1241.00	1235.43	1312602.00	1143.06	1248.43	1225.49	1	0	0	1	53	0
2017-08-30	1245.00	1230.05	1240.50	1242.28	970782.00	1149.40	1248.25	1226.33	1	0	0	1	53	0
2017-08-31	1252.20	1233.32	1242.50	1248.18	1784664.00	1154.86	1248.12	1226.98	1	0	0	1	53	0
2017-09-01	1249.03	1218.28	1240.00	1228.22	1702330.00	1136.40	1247.68	1227.09	1	0	0	1	53	0
2017-09-04	1230.50	1219.00	1226.55	1228.10	1062544.00	1136.29	1246.85	1227.59	1	0	0	1	53	0
2017-09-05	1245.00	1218.53	1230.00	1242.18	1165994.00	1149.31	1245.89	1228.49	1	0	0	1	53	0
2017-09-06	1237.43	1225.00	1234.07	1226.60	1228764.00	1134.90	1244.64	1229.40	1	0	0	1	53	0
2017-09-07	1234.20	1225.53	1229.00	1230.05	870636.00	1138.09	1243.56	1230.58	1	0	0	1	53	0
2017-09-08	1237.00	1226.28	1226.88	1235.30	1021134.00	1142.95	1242.53	1231.78	1	0	0	1	53	0
2017-09-11	1241.47	1225.00	1235.60	1227.22	732764.00	1135.48	1241.10	1232.99	1	0	0	1	53	0
2017-09-12	1248.50	1228.50	1236.95	1244.22	1396460.00	1151.20	1240.91	1234.25	1	0	0	1	53	0
2017-09-13	1265.82	1237.60	1250.00	1244.60	1278980.00	1151.55	1241.41	1235.41	1	0	0	1	53	0
2017-09-14	1248.80	1235.95	1241.00	1243.47	1081510.00	1150.51	1241.27	1236.61	1	0	0	1	53	0
2017-09-15	1258.50	1242.50	1249.50	1253.03	2944072.00	1159.35	1241.78	1238.11	1	0	0	1	53	0
2017-09-18	1259.47	1244.62	1252.47	1249.53	726600.00	1156.11	1241.41	1239.63	1	0	0	1	53	0
2017-09-19	1252.50	1245.75	1252.50	1249.12	782754.00	1155.74	1240.65	1241.29	0	1	0	1	53	0
2017-09-20	1257.00	1237.15	1257.00	1246.78	1334642.00	1153.56	1240.55	1241.88	0	0	0	0	0	65541
2017-09-21	1270.50	1240.00	1245.53	1262.45	2438740.00	1168.07	1241.44	1242.37	0	0	0	0	0	65541
2017-09-22	1263.45	1246.00	1259.95	1251.80	2435396.00	1158.21	1241.61	1243.01	0	0	0	0	0	65541
2017-09-25	1267.00	1246.38	1248.28	1255.38	1599558.00	1161.52	1242.20	1243.65	0	0	0	0	0	65541
2017-09-26	1263.20	1233.00	1255.00	1237.32	1449230.00	1144.82	1242.29	1244.42	0	0	0	0	0	65541
2017-09-27	1256.10	1236.88	1245.00	1247.50	2010356.00	1154.23	1242.55	1245.42	0	0	0	0	0	65541
2017-09-28	1257.00	1226.00	1247.35	1238.22	4332866.00	1145.65	1242.05	1246.10	0	0	0	0	0	65541
2017-09-29	1242.00	1210.75	1239.50	1217.97	1985014.00	1126.92	1241.54	1245.96	0	0	0	0	0	65541
2017-10-03	1227.15	1213.53	1220.00	1224.22	1923006.00	1132.70	1241.35	1246.00	0	0	0	0	0	65541
2017-10-04	1227.00	1212.50	1224.80	1221.15	1300778.00	1129.85	1240.30	1245.51	0	0	0	0	0	65541
2017-10-05	1221.72	1212.20	1220.50	1214.80	1684686.00	1123.98	1239.71	1244.50	0	0	0	0	0	65541
2017-10-06	1227.50	1214.03	1215.00	1223.32	1389188.00	1131.87	1239.37	1243.25	0	0	0	0	0	65541
2017-10-09	1233.97	1220.53	1220.53	1227.05	1773616.00	1135.31	1238.96	1242.23	0	0	0	0	0	65541
2017-10-10	1234.97	1225.62	1227.50	1229.62	1222010.00	1137.70	1239.08	1242.01	0	0	0	0	0	65541
2017-10-11	1257.22	1228.38	1230.00	1250.18	1527746.00	1156.71	1239.38	1242.17	0	0	0	0	0	65541
2017-10-12	1277.50	1253.50	1256.50	1274.10	5006356.00	1178.85	1240.85	1242.73	0	0	0	0	0	65541
2017-10-13	1304.47	1261.50	1274.10	1279.30	4066320.00	1183.66	1242.64	1243.30	0	0	0	0	0	65541
2017-10-16	1295.00	1277.53	1277.53	1292.20	1218590.00	1195.59	1244.60	1244.41	1	0	1	0	0	65541
2017-10-17	1307.47	1288.78	1292.50	1297.28	1443016.00	1200.29	1246.99	1245.46	1	0	0	1	50	0
2017-10-18	1306.82	1290.00	1297.50	1293.30	1514144.00	1196.61	1249.20	1246.10	1	0	0	1	50	0
2017-10-19	1297.90	1285.50	1296.00	1291.95	86822.00	1195.36	1251.46	1246.90	1	0	0	1	50	0
2017-10-23	1314.50	1273.72	1292.00	1293.95	1886088.00	1197.21	1253.03	1247.75	1	0	0	1	50	0
2017-10-24	1310.45	1284.53	1310.00	1289.20	1339020.00	1192.82	1254.90	1248.42	1	0	0	1	50	0
2017-10-25	1307.00	1277.50	1289.25	1279.95	1105106.00	1187.48	1256.13	1248.90	1	0	0	1	50	0
2017-10-26	1284.57	1258.95	1267.55	1269.43	3007552.00	1177.72	1257.73	1249.33	1	0	0	1	50	0
2017-10-27	1296.57	1265.15	1269.00	1292.15	1409270.00	1198.80	1259.97	1250.48	1	0	0	1	50	0
2017-10-30	1310.00	1290.85	1293.00	1308.10	1137252.00	1213.60	1263.46	1251.72	1	0	0	1	50	0
2017-10-31	1320.00	1300.65	1300.65	1312.00	1592634.00	1217.22	1268.16	1253.10	1	0	0	1	50	0
2017-11-01	1313.43	1289.43	1312.00	1301.43	741882.00	1207.41	1272.02	1253.99	1	0	0	1	50	0
2017-11-02	1337.00	1303.38	1304.25	1313.07	1468422.00	1218.21	1276.62	1254.96	1	0	0	1	50	0
2017-11-03	1318.35	1301.40	1316.20	1310.05	666886.00	1215.41	1281.38	1256.19	1	0	0	1	50	0
2017-11-06	1335.90	1305.88	1310.00	1332.78	1377000.00	1236.49	1286.85	1257.95	1	0	0	1	50	0
2017-11-07	1384.00	1333.03	1335.00	1355.03	2696892.00	1257.13	1293.25	1260.08	1	0	0	1	50	0
2017-11-08	1379.50	1359.12	1361.50	1367.50	1402252.00	1268.71	1300.15	1262.56	1	0	0	1	50	0
2017-11-09	1375.00	1359.65	1375.00	1368.20	1152432.00	1269.36	1306.05	1265.22	1	0	0	1	50	0
2017-11-10	1363.00	1346.68	1361.10	1354.38	1356566.00	1256.53	1310.06	1267.46	1	0	0	1	50	0
2017-11-13	1388.70	1351.03	1351.03	1379.47	1496996.00	1279.82	1315.07	1270.08	1	0	0	1	50	0
2017-11-14	1378.28	1353.75	1378.28	1357.30	1657252.00	1259.24	1318.33	1272.67	1	0	0	1	50	0
2017-11-15	1377.50	1350.68	1353.00	1352.65	6670834.00	1254.93	1321.09	1275.16	1	0	0	1	50	0
2017-11-16	1381.50	1343.47	1355.00	1373.32	1653482.00	1274.11	1325.09	1277.78	1	0	0	1	50	0
2017-11-17	1374.05	1351.80	1374.05	1353.65	1325464.00	1255.86	1328.18	1280.32	1	0	0	1	50	0
2017-11-20	1363.45	1347.65	1357.50	1351.72	1014498.00	1254.07	1331.07	1282.75	1	0	0	1	50	0
2017-11-21	1350.50	1333.00	1350.50	1336.47	1527740.00	1239.92	1333.43	1284.78	1	0	0	1	50	0
2017-11-22	1354.85	1336.20	1336.50	1340.32	1822624.00	1243.50	1336.45	1287.04	1	0	0	1	50	0
2017-11-23	1346.50	1334.50	1340.50	1340.62	793470.00	1243.77	1340.01	1288.97	1	0	0	1	50	0
2017-11-24	1351.45	1336.55	1341.00	1344.03	2287512.00	1246.93	1342.60	1290.96	1	0	0	1	50	0
2017-11-27	1347.95	1331.10	1344.00	1342.93	1856786.00	1245.91	1344.35	1292.95	1	0	0	1	50	0
2017-11-28	1351.20	1335.00	1343.00	1342.65	911716.00	1245.65	1345.88	1294.74	1	0	0	1	50	0
2017-11-29	1346.50	1325.00	1338.75	1329.07	1447532.00	1233.06	1347.26	1296.33	1	0	0	1	50	0
2017-11-30	1333.47	1311.50	1326.82	1318.50	4299962.00	1223.25	1347.53	1297.72	1	0	0	1	50	0
2017-12-01	1334.00	1310.75	1317.50	1314.97	1031144.00	1219.98	1347.78	1299.08	1	0	0	1	50	0
2017-12-04	1329.25	1301.47	1311.00	1316.18	1259104.00	1221.09	1346.95	1300.15	1	0	0	1	50	0
2017-12-05	1325.85	1314.07	1315.50	1317.78	1167914.00	1222.58	1345.09	1301.47	1	0	0	1	50	0
2017-12-06	1322.50	1306.43	1318.00	1316.65	1407518.00	1221.53	1342.54	1302.70	1	0	0	1	50	0
2017-12-07	1322.97	1307.50	1316.15	1308.62	1326300.00	1214.09	1339.57	1304.13	1	0	0	1	50	0
2017-12-08	1322.50	1298.50	1309.00	1300.75	1385548.00	1206.78	1336.88	1305.19	1	0	0	1	50	0
2017-12-11	1336.32	1304.18	1304.18	1330.55	1008002.00	1234.43	1334.44	1307.04	1	0	0	1	50	0
2017-12-12	1331.00	1303.70	1330.50	1306.07	1882246.00	1211.72	1331.88	1308.80	1	0	0	1	50	0
2017-12-13	1325.72	1300.50	1305.70	1314.20	2961458.00	1219.26	1329.95	1310.60	1	0	0	1	50	0
2017-12-14	1316.00	1265.55	1316.00	1278.90	5504150.00	1186.51	1325.23	1311.75	1	0	0	1	50	0
2017-12-15	1292.22	1268.43	1281.88	1272.80	2718138.00	1180.85	1321.19	1312.91	1	0	0	1	50	0
2017-12-18	1294.47	1247.18	1268.50	1290.25	2180664.00	1197.04	1318.12	1314.25	1	0	0	1	50	0
2017-12-19	1298.90	1282.35	1288.00	1287.65	1801952.00	1194.63	1315.68	1315.46	1	0	0	1	50	0
2017-12-20	1296.38	1275.32	1291.00	1294.47	1577570.00	1200.96	1313.38	1316.76	0	1	0	1	50	0
2017-12-21	1304.00	1290.03	1293.50	1297.85	1293648.00	1204.09	1311.24	1317.71	0	0	0	0	0	64076
2017-12-22	1331.95	1295.10	1302.00	1323.38	3665664.00	1227.77	1310.21	1318.70	0	0	0	0	0	64076
2017-12-26	1344.88	1315.80	1343.00	1324.72	2175786.00	1229.02	1309.30	1319.61	0	0	0	0	0	64076
2017-12-27	1329.25	1305.25	1324.72	1309.95	739284.00	1215.32	1307.67	1319.96	0	0	0	0	0	64076
2017-12-28	1326.75	1302.82	1304.40	1313.47	2605088.00	1218.59	1306.89	1320.29	0	0	0	0	0	64076
2017-12-29	1354.45	1309.28	1311.55	1350.60	2609542.00	1253.03	1308.49	1321.43	0	0	0	0	0	64076
2018-01-01	1347.40	1317.50	1341.15	1322.80	1351760.00	1227.24	1308.88	1322.05	0	0	0	0	0	64076
2018-01-02	1334.80	1310.10	1330.00	1315.60	1920290.00	1220.56	1308.85	1322.48	0	0	0	0	0	64076
2018-01-03	1334.50	1315.60	1316.00	1319.32	1257120.00	1224.01	1308.93	1323.09	0	0	0	0	0	64076
2018-01-04	1331.00	1320.00	1325.00	1328.55	913082.00	1232.57	1309.53	1324.06	0	0	0	0	0	64076
2018-01-05	1349.75	1325.00	1325.00	1344.60	1153706.00	1247.46	1311.32	1325.56	0	0	0	0	0	64076
2018-01-08	1363.43	1340.93	1350.00	1357.20	1242220.00	1259.15	1314.15	1326.86	0	0	0	0	0	64076
2018-01-09	1360.50	1338.28	1357.50	1354.50	2149396.00	1256.65	1315.34	1327.79	0	0	0	0	0	64076
2018-01-10	1408.00	1347.32	1355.50	1403.30	3365850.00	1301.92	1320.21	1329.62	0	0	0	0	0	64076
2018-01-11	1410.95	1391.10	1405.00	1395.25	2520744.00	1294.45	1324.26	1331.49	0	0	0	0	0	64076
2018-01-12	1402.50	1370.28	1402.50	1388.18	3360314.00	1287.89	1329.72	1333.00	0	0	0	0	0	64076
2018-01-15	1404.00	1367.53	1388.57	1373.05	1457214.00	1273.86	1334.73	1334.26	1	0	1	0	0	64076
2018-01-16	1430.82	1375.28	1378.00	1425.43	4267752.00	1322.45	1341.49	1336.11	1	0	0	1	46	0
2018-01-17	1462.50	1431.07	1435.00	1444.47	4280806.00	1340.12	1349.33	1337.90	1	0	0	1	46	0
2018-01-18	1466.50	1434.03	1448.50	1459.10	2209478.00	1353.69	1357.57	1339.73	1	0	0	1	46	0
2018-01-19	1491.00	1451.82	1465.28	1479.65	1820000.00	1372.76	1366.66	1341.96	1	0	0	1	46	0
2018-01-22	1567.35	1461.00	1480.50	1558.20	4367110.00	1449.06	1378.40	1346.04	1	0	0	1	46	0
2018-01-23	1571.18	1545.03	1557.47	1551.00	3239610.00	1442.36	1389.71	1349.47	1	0	0	1	46	0
2018-01-24	1629.53	1541.32	1545.00	1587.30	5621538.00	1476.12	1403.58	1354.07	1	0	0	1	46	0
2018-01-25	1589.90	1540.50	1587.50	1560.53	3833844.00	1451.22	1415.93	1358.22	1	0	0	1	46	0
2018-01-29	1612.50	1561.00	1565.70	1599.43	3141060.00	1487.40	1428.37	1362.75	1	0	0	1	46	0
2018-01-30	1601.90	1571.85	1590.00	1576.43	1574758.00	1466.01	1441.05	1367.20	1	0	0	1	46	0
2018-01-31	1575.00	1549.30	1568.50	1556.18	3043214.00	1447.18	1453.08	1371.29	1	0	0	1	46	0
2018-02-01	1595.00	1544.40	1562.00	1569.30	2400630.00	1459.38	1465.58	1375.95	1	0	0	1	46	0
2018-02-02	1595.00	1551.72	1560.00	1576.82	2456490.00	1466.38	1478.00	1380.68	1	0	0	1	46	0
2018-02-05	1594.00	1538.43	1555.00	1551.60	2757742.00	1442.92	1488.35	1384.90	1	0	0	1	46	0
2018-02-06	1538.57	1492.50	1505.00	1498.62	2657306.00	1393.66	1495.42	1387.99	1	0	0	1	46	0
2018-02-07	1515.50	1473.72	1513.50	1477.53	2180324.00	1374.03	1501.57	1390.68	1	0	0	1	46	0
2018-02-08	1513.80	1479.50	1489.88	1487.10	2755004.00	1382.94	1505.76	1393.57	1	0	0	1	46	0
2018-02-09	1497.00	1448.32	1475.00	1485.85	2102458.00	1381.78	1510.29	1396.70	1	0	0	1	46	0
2018-02-12	1511.68	1477.78	1489.15	1483.65	1974562.00	1379.73	1515.06	1400.01	1	0	0	1	46	0
2018-02-14	1487.22	1446.25	1485.00	1455.90	2847532.00	1353.92	1519.20	1402.83	1	0	0	1	46	0
2018-02-15	1471.50	1452.55	1465.97	1462.93	2465236.00	1360.46	1521.08	1405.76	1	0	0	1	46	0
2018-02-16	1499.80	1461.50	1461.50	1466.53	2515756.00	1363.81	1522.18	1408.74	1	0	0	1	46	0
2018-02-19	1476.65	1447.60	1472.50	1461.80	1568224.00	1359.41	1522.32	1411.64	1	0	0	1	46	0
2018-02-20	1492.53	1463.95	1464.00	1472.38	1889068.00	1369.25	1521.95	1414.91	1	0	0	1	46	0
2018-02-21	1531.30	1480.03	1487.00	1521.15	3089228.00	1414.60	1520.10	1419.32	1	0	0	1	46	0
2018-02-22	1539.50	1511.25	1526.00	1525.10	3463010.00	1418.28	1518.81	1423.21	1	0	0	1	46	0
2018-02-23	1544.50	1496.05	1525.00	1537.90	3362500.00	1430.18	1516.34	1427.85	1	0	0	1	46	0
2018-02-26	1544.97	1510.60	1537.50	1515.85	1363882.00	1409.68	1514.10	1431.88	1	0	0	1	46	0
2018-02-27	1539.28	1516.00	1520.50	1521.18	1717800.00	1414.63	1510.19	1436.73	1	0	0	1	46	0
2018-02-28	1531.97	1510.72	1517.50	1517.53	2706864.00	1411.23	1507.24	1441.62	1	0	0	1	46	0
2018-03-01	1530.60	1510.00	1524.50	1518.85	1718124.00	1412.47	1505.38	1446.19	1	0	0	1	46	0
2018-03-05	1556.82	1516.47	1524.50	1552.93	2858168.00	1444.15	1504.56	1451.50	1	0	0	1	46	0
2018-03-06	1563.50	1515.07	1561.00	1521.40	1906764.00	1414.84	1501.79	1456.04	1	0	0	1	46	0
2018-03-07	1544.50	1509.25	1535.00	1513.72	1917772.00	1407.70	1499.89	1460.36	1	0	0	1	46	0
2018-03-08	1527.45	1493.75	1527.45	1501.97	1951826.00	1396.77	1500.06	1463.93	1	0	0	1	46	0
2018-03-09	1531.60	1488.60	1502.50	1517.05	1872436.00	1410.79	1502.04	1467.77	1	0	0	1	46	0
2018-03-12	1541.95	1517.75	1521.50	1526.07	2091340.00	1419.18	1503.99	1472.10	1	0	0	1	46	0
2018-03-13	1469.85	1436.00	1462.45	1443.40	88067154.00	1342.30	1501.86	1474.70	1	0	0	1	46	0
2018-03-14	1461.53	1437.53	1446.47	1443.45	3668668.00	1342.35	1499.85	1476.55	1	0	0	1	46	0
2018-03-15	1451.28	1427.80	1447.50	1434.85	2348906.00	1334.35	1498.80	1478.79	1	0	0	1	46	0
2018-03-16	1436.00	1402.50	1434.40	1412.85	7197482.00	1313.89	1496.30	1480.74	1	0	0	1	46	0
2018-03-19	1424.00	1410.00	1414.50	1415.50	3489940.00	1316.35	1493.75	1482.66	1	0	0	1	46	0
2018-03-20	1436.60	1409.50	1410.00	1432.43	4024984.00	1332.09	1492.28	1484.74	1	0	0	1	46	0
2018-03-21	1442.15	1425.00	1436.25	1428.38	3907678.00	1328.33	1490.08	1486.41	1	0	0	1	46	0
2018-03-22	1437.97	1411.28	1429.97	1415.68	2326094.00	1316.52	1484.80	1487.58	0	1	0	1	46	0
2018-03-23	1417.05	1399.03	1401.00	1409.07	3654122.00	1310.38	1479.00	1488.68	0	0	0	0	0	64469
2018-03-26	1413.70	1390.78	1409.50	1408.50	2964210.00	1309.84	1472.53	1488.78	0	0	0	0	0	64469
2018-03-27	1431.50	1411.53	1412.50	1423.85	2494574.00	1324.12	1467.93	1489.35	0	0	0	0	0	64469
2018-03-28	1437.50	1412.50	1417.95	1424.57	6865654.00	1324.79	1463.10	1490.08	0	0	0	0	0	64469
2018-04-02	1457.00	1420.00	1420.00	1454.82	1662988.00	1352.92	1459.97	1491.72	0	0	0	0	0	64469
2018-04-03	1464.95	1446.05	1446.05	1455.62	1937290.00	1353.67	1456.81	1492.32	0	0	0	0	0	64469
2018-04-04	1467.00	1446.00	1464.72	1455.45	2841820.00	1353.51	1451.93	1492.54	0	0	0	0	0	64469
2018-04-05	1481.88	1460.18	1463.28	1478.97	1809424.00	1375.38	1449.81	1492.94	0	0	0	0	0	64469
2018-04-06	1480.00	1463.28	1477.00	1475.15	1129018.00	1371.83	1447.88	1492.85	0	0	0	0	0	64469
2018-04-09	1481.75	1457.50	1469.85	1461.95	1235866.00	1359.55	1445.88	1490.92	0	0	0	0	0	64469
2018-04-10	1478.62	1462.85	1462.85	1468.80	1184532.00	1365.92	1443.47	1489.28	0	0	0	0	0	64469
